,soc,Element Name,id,label,Data Value,computerization
499,43-9021,Manual Dexterity,691,1,1.75,0.99
500,43-9021,Negotiation,691,1,2.12,0.99
501,43-9021,Originality,691,1,2,0.99
502,43-9021,Persuasion,691,1,2.12,0.99
503,43-9021,Social Perceptiveness,691,1,2.5,0.99
504,47-2152,Assisting and Caring for Others,249,0,2.375,0.35
505,47-2152,"Cramped Work Space, Awkward Positions",249,0,3.92,0.35
506,47-2152,Fine Arts,249,0,0.235,0.35
507,47-2152,Finger Dexterity,249,0,3.38,0.35
508,47-2152,Manual Dexterity,249,0,3.31,0.35
509,47-2152,Negotiation,249,0,2.5,0.35
510,47-2152,Originality,249,0,2.88,0.35
511,47-2152,Persuasion,249,0,2.56,0.35
512,47-2152,Social Perceptiveness,249,0,2.685,0.35
513,47-2211,Assisting and Caring for Others,453,1,2.58,0.82
514,47-2211,"Cramped Work Space, Awkward Positions",453,1,3.48,0.82
515,47-2211,Fine Arts,453,1,0.08,0.82
516,47-2211,Finger Dexterity,453,1,3.12,0.82
517,47-2211,Manual Dexterity,453,1,3.25,0.82
518,47-2211,Negotiation,453,1,1.62,0.82
519,47-2211,Originality,453,1,2.25,0.82
520,47-2211,Persuasion,453,1,1.75,0.82
521,47-2211,Social Perceptiveness,453,1,2,0.82
522,51-2022,Assisting and Caring for Others,621,1,2.47,0.95
523,51-2022,"Cramped Work Space, Awkward Positions",621,1,2.07,0.95
524,51-2022,Fine Arts,621,1,0,0.95
525,51-2022,Finger Dexterity,621,1,3.75,0.95
526,51-2022,Manual Dexterity,621,1,3.25,0.95
527,51-2022,Negotiation,621,1,1.88,0.95
528,51-2022,Originality,621,1,2.12,0.95
529,51-2022,Persuasion,621,1,1.88,0.95
530,51-2022,Social Perceptiveness,621,1,2.5,0.95
531,51-6031,Assisting and Caring for Others,530,1,2.26,0.89
532,51-6031,"Cramped Work Space, Awkward Positions",530,1,1.56,0.89
533,51-6031,Fine Arts,530,1,0.18,0.89
534,51-6031,Finger Dexterity,530,1,3.25,0.89
535,51-6031,Manual Dexterity,530,1,3.25,0.89
536,51-6031,Negotiation,530,1,1.5,0.89
537,51-6031,Originality,530,1,1.25,0.89
538,51-6031,Persuasion,530,1,1.5,0.89
539,51-6031,Social Perceptiveness,530,1,1.88,0.89
540,53-2031,Assisting and Caring for Others,250,0,4.58,0.35
541,53-2031,"Cramped Work Space, Awkward Positions",250,0,4.26,0.35
542,53-2031,Fine Arts,250,0,0.47,0.35
543,53-2031,Finger Dexterity,250,0,2.62,0.35
544,53-2031,Manual Dexterity,250,0,2.62,0.35
545,53-2031,Negotiation,250,0,2.62,0.35
546,53-2031,Originality,250,0,2,0.35
547,53-2031,Persuasion,250,0,2.75,0.35
548,53-2031,Social Perceptiveness,250,0,3.25,0.35
549,53-3033,Assisting and Caring for Others,380,1,2.6,0.69
550,53-3033,"Cramped Work Space, Awkward Positions",380,1,2.74,0.69
551,53-3033,Fine Arts,380,1,0,0.69
552,53-3033,Finger Dexterity,380,1,2.38,0.69
553,53-3033,Manual Dexterity,380,1,2.88,0.69
554,53-3033,Negotiation,380,1,1.62,0.69
555,53-3033,Originality,380,1,1.75,0.69
556,53-3033,Persuasion,380,1,1.88,0.69
557,53-3033,Social Perceptiveness,380,1,2.25,0.69
558,53-5022,Assisting and Caring for Others,343,1,2.52,0.62
559,53-5022,"Cramped Work Space, Awkward Positions",343,1,2.75,0.62
560,53-5022,Fine Arts,343,1,0,0.62
561,53-5022,Finger Dexterity,343,1,3.25,0.62
562,53-5022,Manual Dexterity,343,1,3.25,0.62
563,53-5022,Negotiation,343,1,2.38,0.62
564,53-5022,Originality,343,1,2.5,0.62
565,53-5022,Persuasion,343,1,2.25,0.62
566,53-5022,Social Perceptiveness,343,1,2.88,0.62
567,53-6021,Assisting and Caring for Others,510,1,2.98,0.87
568,53-6021,"Cramped Work Space, Awkward Positions",510,1,1.37,0.87
569,53-6021,Fine Arts,510,1,0.43,0.87
570,53-6021,Finger Dexterity,510,1,2.5,0.87
571,53-6021,Manual Dexterity,510,1,2.5,0.87
572,53-6021,Negotiation,510,1,2,0.87
573,53-6021,Originality,510,1,1.75,0.87
574,53-6021,Persuasion,510,1,1.75,0.87
575,53-6021,Social Perceptiveness,510,1,2.38,0.87
576,53-7051,Assisting and Caring for Others,588,1,3.22,0.93
577,53-7051,"Cramped Work Space, Awkward Positions",588,1,3.17,0.93
578,53-7051,Fine Arts,588,1,0.53,0.93
579,53-7051,Finger Dexterity,588,1,2.88,0.93
580,53-7051,Manual Dexterity,588,1,3.12,0.93
581,53-7051,Negotiation,588,1,1.5,0.93
582,53-7051,Originality,588,1,1.75,0.93
583,53-7051,Persuasion,588,1,1.62,0.93
584,53-7051,Social Perceptiveness,588,1,1.88,0.93
