pagenum,url,title,time
7,http://rencai.people.com.cn/n1/2020/0422/c244800-31683736.html,广东建强公共卫生人才队伍,2020-04-22 11:12:44
7,http://lxjk.people.cn/n1/2020/0422/c431655-31683449.html,中医药为何用于疫情防控全程？国家中医药管理管理局高级专家组成员苗青揭秘,2020-04-22 09:20:09
7,http://scitech.people.com.cn/n1/2020/0422/c1007-31683390.html,扬长避短 创新推动中医药现代化,2020-04-22 09:07:15
7,http://leaders.people.com.cn/n1/2020/0422/c149429-31683263.html,宜兴市博物馆已征集近千件抗疫见证物,2020-04-22 08:52:29
7,http://health.people.com.cn/n1/2020/0422/c14739-31683139.html,[湖北推出新冠肺炎康复门诊],2020-04-22 08:39:18
7,http://health.people.com.cn/n1/2020/0421/c14739-31682450.html,中央指导组专家黄璐琦院士：临床疗效验证了中医药的作用,2020-04-21 19:31:32
7,http://health.people.com.cn/n1/2020/0421/c14739-31682400.html,中医药为何用于疫情防控全程？国家中医药管理管理局高级专家组成员苗青揭秘,2020-04-21 17:35:15
7,http://health.people.com.cn/n1/2020/0421/c14739-31682364.html,[专家回应人民网提问：重视新冠肺炎重症病例肺部纤维化的发展],2020-04-21 16:47:09
7,http://capital.people.com.cn/n1/2020/0421/c405954-31682010.html,防疫关口前移 有效精准施治,2020-04-21 11:10:26
7,http://cpc.people.com.cn/n1/2020/0421/c64102-31681688.html,王东峰：坚持以习近平新时代中国特色社会主义思想为指引 奋力夺取统筹推进疫情防控常态化和经济社会发展双胜利,2020-04-21 08:58:15
7,http://yuqing.people.com.cn/n1/2020/0421/c209043-31681577.html,后疫情时代互联网医疗热能否持续,2020-04-21 08:37:49
7,http://health.people.com.cn/n1/2020/0421/c14739-31681452.html,防疫关口前移 有效精准施治,2020-04-21 08:27:30
7,http://finance.people.com.cn/n1/2020/0421/c1004-31681391.html,防疫关口前移 有效精准施治,2020-04-21 08:24:27
7,http://lxjk.people.cn/n1/2020/0421/c404177-31681303.html,[抗击新冠肺炎，中医中药起疗效],2020-04-21 08:15:01
7,http://society.people.com.cn/n1/2020/0421/c1008-31680970.html,防疫关口前移 有效精准施治,2020-04-21 04:33:05
8,http://rencai.people.com.cn/n1/2020/0420/c244800-31680496.html,微光照亮前行的路,2020-04-20 13:09:14
8,http://jysh.people.cn/n1/2020/0420/c404390-31680229.html,专家：重型患者中西医综合治疗有效率约92.5%,2020-04-20 09:22:49
8,http://tyzx.people.cn/n1/2020/0420/c396781-31680134.html,【关注】全球连线！暨南大学高能网课停不下来！,2020-04-20 09:06:59
8,http://health.people.com.cn/n1/2020/0420/c14739-31679986.html,中国为全球战疫作出巨大贡献,2020-04-20 08:43:31
8,http://ydyl.people.com.cn/n1/2020/0420/c411837-31679845.html,中国为全球战疫作出巨大贡献,2020-04-20 08:35:16
8,http://tyzx.people.cn/n1/2020/0420/c431923-31679795.html,海外侨胞热议习近平主席亲自指挥部署疫情防控,2020-04-20 08:31:46
8,http://tyzx.people.cn/n1/2020/0420/c372194-31679646.html,中医药为抗疫作出突出贡献,2020-04-20 08:18:53
8,http://chinese.people.com.cn/n1/2020/0420/c42309-31679381.html,中国为全球战疫作出巨大贡献（侨界关注）,2020-04-20 04:33:36
8,http://unn.people.com.cn/n1/2020/0419/c14717-31678932.html,科学思维引领贵州疫情防治工作实践,2020-04-19 00:23:10
8,http://yuqing.people.com.cn/n1/2020/0418/c209043-31678718.html,国家卫健委：要紧绷疫情防控常态化这根弦,2020-04-18 09:33:43
8,http://health.people.com.cn/n1/2020/0418/c14739-31678592.html,[清肺排毒汤成为新冠肺炎通治方剂 中医药为抗疫作出突出贡献],2020-04-18 07:30:10
8,http://politics.people.com.cn/n1/2020/0418/c1001-31678513.html,中医药为抗疫作出突出贡献(国务院联防联控机制发布会),2020-04-18 05:08:22
8,http://world.people.com.cn/n1/2020/0417/c1002-31678445.html,丝路古道载友谊，守望相助共战疫,2020-04-17 20:18:52
8,http://edu.people.com.cn/n1/2020/0417/c1053-31678363.html,打造内涵丰富、形式多样的历史学“课程思政”体系,2020-04-17 17:23:04
8,http://health.people.com.cn/n1/2020/0417/c14739-31678352.html,专家：中医药在病毒性传染病方面显示出良好作用,2020-04-17 17:05:48
8,http://health.people.com.cn/n1/2020/0417/c14739-31678348.html,专家：“武昌模式”为应对突发重大传染病事件提供了好的借鉴,2020-04-17 17:03:52
8,http://health.people.com.cn/n1/2020/0417/c14739-31678317.html,[专家：中医非药物疗法对新冠肺炎患者治疗恢复有积极作用],2020-04-17 16:42:41
8,http://health.people.com.cn/n1/2020/0417/c14739-31678304.html,国医大师王琦：中医药创新要注重人才、学科和基地建设,2020-04-17 16:37:31
8,http://health.people.com.cn/n1/2020/0417/c14739-31678279.html,专家：重型患者中西医综合治疗有效率约92.5%,2020-04-17 16:19:51
8,http://v.people.cn/n1/2020/0417/c413792-31678278.html,[中科院院士仝小林从中医角度解析新冠肺炎疫情],2020-04-17 16:18:34
8,http://unn.people.com.cn/n1/2020/0417/c432185-31678276.html,黔鄂同心 携手战役,2020-04-17 16:17:28
8,http://health.people.com.cn/n1/2020/0417/c14739-31678265.html,[中国科学院院士仝小林：新冠肺炎从认识来看 各地要根据具体情况三因制宜],2020-04-17 16:10:41
8,http://health.people.com.cn/n1/2020/0417/c14739-31678120.html,[张伯礼：给中医一块阵地，打赢一场战役],2020-04-17 14:24:05
8,http://health.people.com.cn/n1/2020/0417/c14739-31677842.html,中医药助力全球战疫,2020-04-17 10:23:39
8,http://tyzx.people.cn/n1/2020/0417/c372194-31677672.html,和衷共济战疫情 四海同心克时艰,2020-04-17 09:17:33
8,http://health.people.com.cn/n1/2020/0417/c14739-31677613.html,抗疫中的中医药“三药三方”,2020-04-17 09:06:31
8,http://health.people.com.cn/n1/2020/0417/c14739-31677612.html,抗疫：中西医结合 中外医学界联手,2020-04-17 09:06:31
8,http://health.people.com.cn/n1/2020/0417/c14739-31677520.html,[武汉80岁以上新冠肺炎患者治愈率近70%],2020-04-17 08:54:27
8,http://cpc.people.com.cn/n1/2020/0417/c64102-31677509.html,许又声：和衷共济战疫情 四海同心克时艰,2020-04-17 08:53:53
8,http://ydyl.people.com.cn/n1/2020/0417/c411837-31677352.html,“云服务”暖了海外同胞心,2020-04-17 08:33:01
8,http://ydyl.people.com.cn/n1/2020/0417/c411837-31677345.html,抗疫：中西医结合 中外医学界联手,2020-04-17 08:32:27
8,http://it.people.com.cn/n1/2020/0417/c1009-31677322.html,“云服务”暖了海外同胞心（侨界关注）,2020-04-17 08:28:31
8,http://tyzx.people.cn/n1/2020/0417/c431923-31677321.html,“云服务”暖了海外同胞心,2020-04-17 08:28:26
8,http://world.people.com.cn/n1/2020/0417/c1002-31677266.html,保证社交距离是疫情防控关键,2020-04-17 08:24:50
8,http://npc.people.com.cn/n1/2020/0417/c14576-31677237.html,河南人大：人大发力战“疫”忙,2020-04-17 08:20:57
8,http://yuqing.people.com.cn/n1/2020/0417/c209043-31676925.html,[武汉80岁以上新冠肺炎患者治愈率近70%],2020-04-17 07:15:56
8,http://society.people.com.cn/n1/2020/0417/c1008-31676791.html,[武汉80岁以上新冠肺炎患者治愈率近70%],2020-04-17 05:17:05
8,http://world.people.com.cn/n1/2020/0416/c1002-31676715.html,中国医疗专家组同缅甸卫生部门进行防疫工作交流,2020-04-16 19:39:03
8,http://world.people.com.cn/n1/2020/0416/c1002-31676674.html,“哪里有疫情哪里就是我们战斗的地方”——中国抗疫医疗专家组驰援老挝随队感,2020-04-16 17:54:15
8,http://health.people.com.cn/n1/2020/0416/c14739-31676660.html,仝小林院士：中医药在疫情防控中发挥了重要作用,2020-04-16 17:33:43
8,http://unn.people.com.cn/n1/2020/0416/c432185-31676556.html,贵州：七批医疗队千余人驰援武汉 与时间赛跑同心战“疫”,2020-04-16 16:05:53
8,http://unn.people.com.cn/n1/2020/0416/c432185-31676555.html,“这是与魔鬼战斗，我们不能有丝毫差池”,2020-04-16 16:04:36
8,http://world.people.com.cn/n1/2020/0416/c1002-31676362.html,让中医药瑰宝惠及全球,2020-04-16 14:10:04
8,http://edu.people.com.cn/n1/2020/0416/c367001-31676300.html,北京高校思政课：疫情防控宣传队和学生思想稳定器,2020-04-16 12:32:29
8,http://cpc.people.com.cn/n1/2020/0416/c117005-31676278.html,中国政府赴沙特抗疫医疗专家组启程 陈润儿咸辉到机场送行,2020-04-16 11:20:15
8,http://tyzx.people.cn/n1/2020/0416/c396781-31676230.html,【关注】许又声《求是》刊文：和衷共济战疫情 四海同心克时艰,2020-04-16 10:45:48
8,http://world.people.com.cn/n1/2020/0416/c1002-31676228.html,【网连世界】意大利最大华人社区如何实现零感染？,2020-04-16 10:43:57
8,http://health.people.com.cn/n1/2020/0416/c14739-31675947.html,对无症状感染者严格医学管控,2020-04-16 09:00:09
8,http://health.people.com.cn/n1/2020/0416/c14739-31675663.html,我国将向埃塞等三国派遣抗疫专家组,2020-04-16 08:31:40
8,http://tyzx.people.cn/n1/2020/0416/c372194-31675631.html,对无症状感染者严格医学管控,2020-04-16 08:29:44
9,http://world.people.com.cn/n1/2020/0416/c1002-31675595.html,外交部：中国决定向沙特阿拉伯、埃塞俄比亚、布基纳法索派遣抗疫医疗专家组,2020-04-16 08:27:17
9,http://politics.people.com.cn/n1/2020/0416/c1001-31675273.html,履职尽责 为国为民（人民政协新实践）,2020-04-16 05:32:56
9,http://world.people.com.cn/n1/2020/0416/c1002-31675220.html,中国政府赴沙特抗疫医疗专家组抵达利雅得,2020-04-16 05:18:21
9,http://world.people.com.cn/n1/2020/0415/c1002-31675145.html,中方对美方暂停资助世卫组织表示严重关切,2020-04-15 20:04:54
9,http://world.people.com.cn/n1/2020/0415/c1002-31675092.html,中国政府赴沙特抗疫医疗专家组启程,2020-04-15 17:56:57
9,http://health.people.com.cn/n1/2020/0415/c14739-31675087.html,[王琦院士及其团队投身疫情一线 中医处方为患者“把脉”],2020-04-15 17:51:02
9,http://world.people.com.cn/n1/2020/0415/c1002-31674891.html,杏树外交,2020-04-15 14:51:51
9,http://leaders.people.com.cn/n1/2020/0415/c149429-31674656.html,宜兴：春和景明 英雄归来,2020-04-15 11:19:45
9,http://health.people.com.cn/n1/2020/0415/c14739-31674445.html,[两款中成药正式获批治疗新冠肺炎],2020-04-15 09:51:16
9,http://ip.people.com.cn/n1/2020/0415/c136655-31674286.html,[我国新冠病毒灭活疫苗启动临床试验],2020-04-15 09:13:41
9,http://australia.people.com.cn/n1/2020/0415/c408038-31674235.html,直播回顾：澳新战“疫”公开课 院士张伯礼“云坐诊”开定制药方,2020-04-15 08:58:27
9,http://tw.people.com.cn/n1/2020/0415/c14657-31674191.html,金门医师在闽开展网上义诊,2020-04-15 08:50:35
9,http://health.people.com.cn/n1/2020/0415/c14739-31674135.html,[全球首个新冠肺炎疫苗启动二期临床 科研攻关“中国方案”加速],2020-04-15 08:45:56
9,http://kpzg.people.com.cn/n1/2020/0415/c404214-31674065.html,[我国新冠病毒灭活疫苗启动临床试验],2020-04-15 08:32:06
9,http://health.people.com.cn/n1/2020/0415/c14739-31673965.html,[我国新冠病毒灭活疫苗启动临床试验],2020-04-15 08:24:42
9,http://health.people.com.cn/n1/2020/0415/c14739-31673967.html,[中医战疫 良方救人],2020-04-15 08:24:42
9,http://tyzx.people.cn/n1/2020/0415/c372375-31673948.html,金门医师在闽开展网上义诊,2020-04-15 08:23:27
9,http://tyzx.people.cn/n1/2020/0415/c372194-31673918.html,[我国新冠病毒灭活疫苗启动临床试验],2020-04-15 08:21:04
9,http://v.people.cn/n1/2020/0415/c421419-31673888.html,直播回顾：澳新战“疫”公开课 院士张伯礼“云坐诊”,2020-04-15 08:18:37
9,http://cpc.people.com.cn/n1/2020/0415/c64387-31673822.html,[毛以林——中医战疫 良方救人],2020-04-15 08:11:06
9,http://society.people.com.cn/n1/2020/0415/c1008-31673473.html,[中医战疫 良方救人（一线抗疫群英谱）],2020-04-15 05:36:32
9,http://politics.people.com.cn/n1/2020/0415/c1001-31673469.html,[我国新冠病毒灭活疫苗启动临床试验（国务院联防联控机制发布会）],2020-04-15 05:35:00
9,http://world.people.com.cn/n1/2020/0414/c1002-31673382.html,"[中医药抗击疫情疗效备受国际关注
外国媒体记者“探秘”武汉市中医医院]",2020-04-14 20:11:09
9,http://v.people.cn/n1/2020/0414/c413792-31673378.html,[中医预防新冠肺炎 张伯礼院士向澳大利亚华人华侨开出“定制版”药方],2020-04-14 19:44:19
9,http://theory.people.com.cn/n1/2020/0414/c40531-31673336.html,高校要以育人视角讲好中国战“疫”故事,2020-04-14 18:00:28
9,http://health.people.com.cn/n1/2020/0414/c14739-31673314.html,中医药参与是“中国方案”的亮点,2020-04-14 17:03:14
9,http://health.people.com.cn/n1/2020/0414/c14739-31673290.html,国家中医药局：对恢复期患者进行中医药康复干预取得良好效果,2020-04-14 16:43:57
9,http://health.people.com.cn/n1/2020/0414/c14739-31673287.html,"[国家中医药局:抗击新冠肺炎 中医""三药三方""发挥出重要作用]",2020-04-14 16:39:11
9,http://health.people.com.cn/n1/2020/0414/c14739-31673275.html,国家药监局：对潜在有效药物的应急审批“随到随研判”,2020-04-14 16:25:14
9,http://health.people.com.cn/n1/2020/0414/c14739-31673266.html,国家中医药局回应人民网：高度关注对无症状感染者等人群的中医药干预研究,2020-04-14 16:13:27
9,http://yuqing.people.com.cn/n1/2020/0414/c209043-31673248.html,以医者之名，胜病疫之战,2020-04-14 16:01:06
9,http://world.people.com.cn/n1/2020/0414/c1002-31673237.html,通讯：“和祖国的专家聊一聊很安心”,2020-04-14 15:54:58
9,http://leaders.people.com.cn/n1/2020/0414/c382448-31672931.html,广东医驰援湖北勇士返回岗位,2020-04-14 10:00:57
9,http://cpc.people.com.cn/n1/2020/0414/c117005-31672914.html,杜家毫主持召开医疗救护工作者座谈会,2020-04-14 09:54:53
9,http://it.people.com.cn/n1/2020/0414/c1009-31672407.html,[北京新冠肺炎线上医生咨询平台访问量达234万余人次],2020-04-14 08:26:06
9,http://world.people.com.cn/n1/2020/0413/c1002-31671963.html,中国抗疫医疗专家组在俄罗斯举行防疫主题活动,2020-04-13 23:18:16
9,http://ru.people.com.cn/n1/2020/0413/c408039-31671897.html,中国政府赴俄抗疫医疗专家组向在俄华侨华人、中资企业和留学生发放防疫物资并在线解答防疫问题,2020-04-13 19:12:30
9,http://health.people.com.cn/n1/2020/0413/c14739-31671874.html,[糖尿病患者预防新冠病毒需注意5点 中医治疗糖尿病具有一定优势],2020-04-13 18:06:12
9,http://cpc.people.com.cn/n1/2020/0413/c431601-31671462.html,陕西镇安：坚持多措并举 战“疫”复工促生产,2020-04-13 10:25:54
9,http://hm.people.com.cn/n1/2020/0413/c42272-31671264.html,[从“非典”到新冠，一位香港医生亲历的两次抗疫],2020-04-13 09:23:53
9,http://tyzx.people.cn/n1/2020/0413/c372198-31671217.html,九三学社山东省委会的抗疫故事,2020-04-13 09:12:01
9,http://tyzx.people.cn/n1/2020/0413/c372198-31671211.html,记九三学社吉林省委会副主委、长春中医药大学副校长冷向阳,2020-04-13 09:11:01
9,http://npc.people.com.cn/n1/2020/0413/c14576-31670865.html,北京人大：融入战“疫”大局 展现担当作为,2020-04-13 08:27:03
9,http://dangshi.people.com.cn/n1/2020/0413/c85037-31670720.html,“这不是懂不懂医的问题，而是思想问题”,2020-04-13 08:15:39
9,http://hm.people.com.cn/n1/2020/0412/c42272-31670366.html,[从“非典”到新冠，一位香港医生亲历的两次抗疫],2020-04-12 17:47:21
9,http://www.people.com.cn/n1/2020/0412/c32306-31670330.html,[“新冠病毒有变体，A类流行于美澳”？张定宇回应],2020-04-12 16:24:51
9,http://media.people.com.cn/n1/2020/0412/c40628-31670202.html,[人民日报海外版《新冠肺炎病患应第一时间服中药》的启示],2020-04-12 11:18:23
9,http://cpc.people.com.cn/n1/2020/0412/c117005-31670172.html,中国政府赴俄罗斯抗疫医疗专家组启程 张庆伟黄建盛到机场送行 ,2020-04-12 10:00:54
9,http://cpc.people.com.cn/n1/2020/0411/c117005-31669923.html,河南全省卫生健康大会召开 王国生尹弘出席并讲话 刘伟出席,2020-04-11 14:00:06
9,http://health.people.com.cn/n1/2020/0411/c14739-31669732.html,健康时评：中医药战“疫”书写使命担当,2020-04-11 08:17:29
10,http://media.people.com.cn/n1/2020/0411/c40606-31669702.html,人民日报社武汉前方报道组：在抗疫一线践行党报使命初心,2020-04-11 07:43:59
10,http://unn.people.com.cn/n1/2020/0410/c432185-31669545.html,贵州省卫健委：信息化支撑疫情防控守卫健康,2020-04-10 21:05:09
10,http://health.people.com.cn/n1/2020/0410/c14739-31669436.html,疫情无国界，中意联合抗疫网络论坛成功举办,2020-04-10 16:27:27
10,http://theory.people.com.cn/n1/2020/0410/c40531-31669310.html,中华民族战胜艰难险阻的历史经验,2020-04-10 15:07:26
10,http://theory.people.com.cn/n1/2020/0410/c40531-31669246.html,弘扬战无不胜的中国精神、中国智慧、中国力量,2020-04-10 14:35:54
10,http://australia.people.com.cn/n1/2020/0410/c408038-31669177.html,【直播预告】澳新战“疫”公开课再次开讲 院士张伯礼“云坐诊”,2020-04-10 13:21:09
10,http://health.people.com.cn/n1/2020/0410/c14739-31669089.html,中央指导组专家刘清泉：中药治疗发挥重要作用，全球借鉴中国战疫经验,2020-04-10 11:06:31
10,http://health.people.com.cn/n1/2020/0410/c14739-31668936.html,神威药业：小颗粒推动云南中医药大产业,2020-04-10 10:10:12
10,http://health.people.com.cn/n1/2020/0410/c14739-31668932.html,好医生直播：守正创新，坚持中西医并重,2020-04-10 10:08:44
10,http://health.people.com.cn/n1/2020/0410/c14739-31668871.html,带状疱疹一旦发病应及时就医 民间偏方不可信,2020-04-10 09:42:43
10,http://ydyl.people.com.cn/n1/2020/0410/c411837-31668537.html,中国积极支援多国抗疫,2020-04-10 08:39:50
10,http://health.people.com.cn/n1/2020/0410/c14739-31668445.html,中国积极支援多国抗疫,2020-04-10 08:24:59
10,http://v.people.cn/n1/2020/0409/c421419-31667926.html,院士张伯礼“云坐诊”，面向全球网友征集问题,2020-04-09 20:54:21
10,http://unn.people.com.cn/n1/2020/0409/c14717-31667859.html,决战在没有硝烟的战场,2020-04-09 18:00:22
10,http://dangjian.people.com.cn/n1/2020/0409/c117092-31667774.html,河南省三门峡市市场监管局（非公有制经济组织党工委）指导广大非公党组织积极投身“抗疫”战役和复工复产,2020-04-09 16:35:43
10,http://health.people.com.cn/n1/2020/0409/c14739-31667262.html,守正创新，坚持中西医并重,2020-04-09 09:42:42
10,http://yuqing.people.com.cn/n1/2020/0409/c209043-31666899.html,黄璐琦院士：疗效就是中医药的生命力,2020-04-09 08:40:31
10,http://unn.people.com.cn/n1/2020/0408/c432185-31666282.html,贵州省疾控青年战“疫”展现青春之光,2020-04-08 18:50:37
10,http://opinion.people.com.cn/n1/2020/0408/c1003-31666262.html,【战“疫”说理】提升全民卫生应急素养，助力健康中国建设,2020-04-08 17:41:06
10,http://world.people.com.cn/n1/2020/0408/c1002-31666214.html,中国医疗专家组抵达缅甸协助抗疫,2020-04-08 16:50:48
10,http://health.people.com.cn/n1/2020/0408/c14739-31666213.html,中美欧专家“云交流”中医药防治方案 助力全球战“疫”,2020-04-08 16:46:23
10,http://pic.people.com.cn/n1/2020/0408/c1016-31666134.html,“感谢中国朋友一直与我们并肩战斗”,2020-04-08 15:55:11
10,http://world.people.com.cn/n1/2020/0408/c1002-31665974.html,中国专家组分赴老挝南北城市合作抗疫,2020-04-08 14:06:50
10,http://leaders.people.com.cn/n1/2020/0408/c128280-31665818.html,日照：一座城向英雄致敬,2020-04-08 10:49:24
10,http://ip.people.com.cn/n1/2020/0408/c136655-31665544.html,让中医药瑰宝惠及世界(人民时评),2020-04-08 09:07:43
10,http://industry.people.com.cn/n1/2020/0408/c413883-31665472.html,互联网+医疗展现蓬勃前景,2020-04-08 08:50:07
10,http://health.people.com.cn/n1/2020/0408/c14739-31665426.html,请收下，这份来自中国的温暖！,2020-04-08 08:44:39
10,http://health.people.com.cn/n1/2020/0408/c14739-31665407.html,中国专家组在老挝开展疫情防控交流合作,2020-04-08 08:42:39
10,http://health.people.com.cn/n1/2020/0408/c14739-31665372.html,“感谢中国朋友一直与我们并肩战斗”,2020-04-08 08:41:23
10,http://health.people.com.cn/n1/2020/0408/c14739-31665336.html,让中医药瑰宝惠及世界,2020-04-08 08:39:21
10,http://lxjk.people.cn/n1/2020/0408/c431655-31665303.html,提高免疫力有助于战疫 方法你都做对了吗？,2020-04-08 08:37:28
10,http://tyzx.people.cn/n1/2020/0408/c385051-31665297.html,让中医药瑰宝惠及世界,2020-04-08 08:37:26
10,http://it.people.com.cn/n1/2020/0408/c1009-31665232.html,互联网+医疗展现蓬勃前景,2020-04-08 08:31:09
10,http://health.people.com.cn/n1/2020/0408/c14739-31665187.html,提高免疫力有助于战疫 方法你都做对了吗？,2020-04-08 08:23:44
10,http://health.people.com.cn/n1/2020/0408/c14739-31665091.html,中西医结合医生：回忆在雷神山医院的战“疫”时光,2020-04-08 08:13:15
10,http://theory.people.com.cn/n1/2020/0408/c40531-31664994.html,人民时评：让中医药瑰宝惠及世界,2020-04-08 07:59:34
10,http://yuqing.people.com.cn/n1/2020/0408/c209043-31664898.html,让中医药瑰宝惠及世界(人民时评),2020-04-08 07:30:04
10,http://world.people.com.cn/n1/2020/0408/c1002-31664819.html,中国专家组在老挝开展疫情防控交流合作,2020-04-08 05:37:27
10,http://opinion.people.com.cn/n1/2020/0408/c1003-31664788.html,人民日报人民时评：让中医药瑰宝惠及世界,2020-04-08 05:35:13
10,http://world.people.com.cn/n1/2020/0408/c1002-31664772.html,“感谢中国朋友一直与我们并肩战斗”,2020-04-08 05:33:44
10,http://opinion.people.com.cn/n1/2020/0407/c1003-31664684.html,【地评线】江右时评：世界卫生日，向白衣天使致敬,2020-04-07 21:01:54
10,http://health.people.com.cn/n1/2020/0407/c14739-31664548.html,国家卫健委：战疫中总结出“四早”“四集中”等四大宝贵经验,2020-04-07 17:44:16
10,http://dangjian.people.com.cn/n1/2020/0407/c117092-31664295.html,四川合江县：化人才优势为发展强势,2020-04-07 14:07:28
10,http://health.people.com.cn/n1/2020/0407/c14739-31664269.html,[中医云儿保云在线咨询助战“疫”],2020-04-07 13:43:20
10,http://health.people.com.cn/n1/2020/0407/c14739-31664245.html,历代医家巧用苍术——除寒湿，温脾胃,2020-04-07 13:13:27
10,http://okooo.people.com.cn/n1/2020/0407/c373276-31664230.html,抗“疫”人物 10：体彩人捐款捐物助力战“疫”,2020-04-07 12:33:10
10,http://media.people.com.cn/n1/2020/0407/c40606-31664175.html,一条1000万+新媒体报道的启示,2020-04-07 11:38:12
10,http://acftu.people.com.cn/n1/2020/0407/c67502-31664018.html,[中国发布新冠肺炎疫情信息、推进疫情防控国际合作纪事],2020-04-07 10:28:58
10,http://cpc.people.com.cn/n1/2020/0407/c64387-31663873.html,人间大爱——武汉抗疫一线群英谱,2020-04-07 09:45:56
10,http://world.people.com.cn/n1/2020/0407/c1002-31663711.html,[中国发布新冠肺炎疫情信息、推进疫情防控国际合作纪事],2020-04-07 09:06:36
11,http://world.people.com.cn/n1/2020/0407/c1002-31663711.html,[中国发布新冠肺炎疫情信息、推进疫情防控国际合作纪事],2020-04-07 09:06:36
11,http://lxjk.people.cn/n1/2020/0407/c404177-31663616.html,张文宏：没有social就没有感染，准备回国先吃两块牛排,2020-04-07 08:51:30
11,http://cpc.people.com.cn/n1/2020/0407/c64387-31663591.html,致敬，新时代最可爱的人,2020-04-07 08:47:58
11,http://health.people.com.cn/n1/2020/0407/c14739-31663518.html,[中国发布新冠肺炎疫情信息、推进疫情防控国际合作纪事],2020-04-07 08:35:57
11,http://health.people.com.cn/n1/2020/0407/c14739-31663510.html,高层次中西医结合人才还是不够,2020-04-07 08:35:09
11,http://health.people.com.cn/n1/2020/0407/c14739-31663501.html,致敬，新时代最可爱的人,2020-04-07 08:34:28
11,http://health.people.com.cn/n1/2020/0407/c14739-31663449.html,全力以赴，决不负生命之托,2020-04-07 08:32:37
11,http://tyzx.people.cn/n1/2020/0407/c372194-31663373.html,全力以赴，决不负生命之托,2020-04-07 08:21:48
11,http://tyzx.people.cn/n1/2020/0407/c372194-31663370.html,全国各级政协委员尽职尽责助力夺取“双胜利” ,2020-04-07 08:21:48
11,http://health.people.com.cn/n1/2020/0407/c14739-31663289.html,[中国发布新冠肺炎疫情信息、推进疫情防控国际合作纪事],2020-04-07 08:07:41
11,http://leaders.people.com.cn/n1/2020/0407/c58278-31663244.html,政协委员建言永在线 尽责不断线,2020-04-07 07:59:00
11,http://yuqing.people.com.cn/n1/2020/0407/c209043-31663172.html,高层次中西医结合人才还是不够,2020-04-07 07:31:37
11,http://cpc.people.com.cn/n1/2020/0407/c419242-31663164.html,[中国发布新冠肺炎疫情信息、推进疫情防控国际合作纪事],2020-04-07 07:27:43
11,http://yuqing.people.com.cn/n1/2020/0407/c209043-31663138.html,武汉重症患者从最高峰9000多例降至231例,2020-04-07 07:19:25
11,http://yuqing.people.com.cn/n1/2020/0407/c209043-31663130.html,[中国发布新冠肺炎疫情信息、推进疫情防控国际合作纪事],2020-04-07 07:13:49
11,http://society.people.com.cn/n1/2020/0407/c1008-31663075.html,致敬，新时代最可爱的人,2020-04-07 05:45:18
11,http://politics.people.com.cn/n1/2020/0407/c1001-31663064.html,[中国发布新冠肺炎疫情信息、推进疫情防控国际合作纪事],2020-04-07 05:44:18
11,http://politics.people.com.cn/n1/2020/0407/c1001-31663042.html,建言永在线 尽责不断线,2020-04-07 05:42:50
11,http://society.people.com.cn/n1/2020/0407/c1008-31663040.html,全力以赴，决不负生命之托（来自疫情防控一线的报道）,2020-04-07 05:42:45
11,http://politics.people.com.cn/n1/2020/0406/c1001-31662943.html,[中国发布新冠肺炎疫情信息、推进疫情防控国际合作纪事],2020-04-06 18:41:04
11,http://health.people.com.cn/n1/2020/0405/c14739-31662496.html,中医药专家线上“开方” 向澳洲传递战疫“中国经验”,2020-04-05 19:57:10
11,http://health.people.com.cn/n1/2020/0405/c14739-31662496.html,中医药专家线上“开方” 向澳洲传递战疫“中国经验”,2020-04-05 19:57:10
11,http://politics.people.com.cn/n1/2020/0405/c1001-31662197.html,为全球抗疫提供坚实科技支撑（患难见真情 共同抗疫情）,2020-04-05 08:05:39
11,http://world.people.com.cn/n1/2020/0405/c1002-31662145.html,为全球抗疫提供坚实科技支撑（患难见真情 共同抗疫情）,2020-04-05 05:19:33
11,http://health.people.com.cn/n1/2020/0404/c14739-31661790.html,旅德华侨华人更团结了,2020-04-04 09:17:22
11,http://health.people.com.cn/n1/2020/0404/c14739-31661752.html,[治疗新冠肺炎 中医药全过程起效],2020-04-04 09:12:01
11,http://society.people.com.cn/n1/2020/0404/c1008-31661591.html,[治疗新冠肺炎 中医药全过程起效],2020-04-04 05:12:36
11,http://cpc.people.com.cn/n1/2020/0403/c431601-31661174.html,北京师范大学哲学学院：用青春拥抱时代需要、践行使命担当 ,2020-04-03 15:07:20
11,http://scitech.people.com.cn/n1/2020/0403/c1007-31660873.html,北京远程健康服务平台上线 助力中医药走向世界,2020-04-03 10:46:20
11,http://country.people.com.cn/n1/2020/0403/c419842-31660725.html,江西中医药发展风景正好,2020-04-03 09:54:02
11,http://travel.people.com.cn/n1/2020/0403/c41570-31660407.html,境外人员违反北京防控规定将依法处理,2020-04-03 08:56:41
11,http://health.people.com.cn/n1/2020/0403/c14739-31660361.html,苍术芳香避疫情,2020-04-03 08:51:48
11,http://health.people.com.cn/n1/2020/0403/c14739-31660331.html,患难见真情 共同抗疫情,2020-04-03 08:49:06
11,http://health.people.com.cn/n1/2020/0403/c14739-31660286.html,境外人员违反北京防控规定将依法处理,2020-04-03 08:43:06
